time,Azimpur,Barisal,Bogra,Jamalpur,Jessore,Kishorganj,Kushtia,Lakshmipur,Madaripur,Mymensingh,Nagarpur,Narail,Narayanganj,Narsingdi,Nawabganj,Pabna,Palang,Par Naogaon,Pirojpur,Raipur,Rajshahi,Ramganj,Sarishabari,Satkhira,Shahzadpur,Sherpur,Sirajganj,Tangail,Tungi,Tungipara
2020-07-01 00:00:00,9.061517,8.014169,6.3546309999999995,7.8666973,11.308671,6.828367999999999,12.225408999999999,11.080446,9.899905,6.0397053,10.555628,11.038736,9.324,9.697107,6.590372599999999,11.91377,9.605188,5.1450385999999995,7.5207877000000005,10.444103,8.541433999999999,10.420294,7.348971000000001,10.615965,11.302394,8.223953999999999,10.474637,9.073257,9.8604,10.010403
2020-07-01 01:00:00,9.197554,6.590372599999999,6.992683,7.572511,10.662658,8.172013,11.442802,10.248613,9.354396000000001,6.2191706,10.9839525,10.283178,9.155016999999999,9.946392999999999,8.562180499999998,11.501571,9.014403,6.744708999999999,6.4046907,9.649417999999999,10.17913,9.623642,7.9831147,9.77365,11.8240795,7.996438,12.132173,10.662658,9.384694,8.855546
2020-07-01 02:00:00,8.673356,5.619714,8.795236000000001,7.619225999999999,9.508652,9.770017999999999,10.144211,8.7912,8.27128,7.3150935,9.62733,9.045838,8.326864,8.7912,9.358189999999999,10.144211,8.2066765,9.120067,5.619714,8.5248,9.985559,8.7912,9.073257,8.931355,10.870295,7.920641000000001,12.082348,10.538806,8.891537,7.6887669999999995
2020-07-01 03:00:00,7.743950999999999,5.068606,9.441239999999999,6.681277799999999,8.466324,9.120067,8.787163,7.53493,6.972354400000001,6.681277799999999,8.150272,8.150272,7.463956,7.4592,8.591142,8.787163,7.730192,8.787163,5.0615997,7.2713056,8.891537,7.53493,8.855546,7.835058999999999,9.185971,7.619225999999999,10.538806,8.787163,8.009739999999999,6.681277799999999
2020-07-01 04:00:00,7.212506299999999,4.598777,7.8892193,5.842608,7.7987437,8.29698,7.7987437,7.246862400000001,6.399148,5.8182635000000005,7.212506299999999,7.53493,6.972354400000001,7.237064,7.237064,7.8395867,7.7987437,7.577195599999999,4.861344,7.078424000000001,7.766828,7.670285000000001,7.766828,7.36826,8.2066765,6.723632,9.247572,7.2713056,7.197732000000001,6.132988500000001
2020-07-01 05:00:00,7.36826,4.802594,5.8849683,5.3079824,7.212506299999999,7.766828,7.197732000000001,7.4210449999999994,6.270311,5.2339296,6.399148,6.9315205,7.246862400000001,7.6887669999999995,6.399148,7.197732000000001,8.089089999999999,6.415762,4.976763,7.387499000000001,6.9468616999999995,7.8712067999999995,6.66,7.0078892999999995,7.501892,5.848678,8.03186,6.1272,7.0533133,5.9150395
2020-07-01 06:00:00,8.466324,5.8182635000000005,6.9315205,6.3322554,8.562180499999998,8.275568,8.262694999999999,8.607647,7.1730385,6.5308766,7.53493,7.992000000000001,8.599397999999999,9.197554,7.237064,7.992000000000001,9.014403,6.9263997,5.8182635000000005,8.710098,7.197732000000001,8.819409,7.478204700000001,7.237064,8.262694999999999,6.0865254,7.992000000000001,7.212506299999999,8.628235,6.744708999999999
2020-07-01 07:00:00,11.191971,7.463956,9.384694,7.766828,11.125191000000001,10.389600999999999,10.345105,10.084567999999999,9.324,9.324,9.871189999999999,10.467858999999999,10.659329,11.4552,9.324,10.345105,9.946392999999999,9.946392999999999,6.9315205,10.403253,9.605188,10.725702,9.0576,10.196545,10.775213,7.2713056,10.17913,9.649417999999999,11.483046,8.562180499999998
2020-07-01 08:00:00,10.389600999999999,8.931355,8.562180499999998,8.562180499999998,13.01276,9.623642,10.042255,10.709147,10.538806,9.384694,9.770017999999999,11.578444500000002,9.8604,10.154698,8.827452000000001,9.946392999999999,10.137212,9.155016999999999,10.345105,10.951599,9.384694,11.239428,9.0576,12.656103,9.824346,8.062727,9.358189999999999,9.197554,10.393015,11.201478
2020-07-01 09:00:00,9.605188,9.531016000000001,8.03186,7.5818768,11.131568,9.304952,9.120067,10.659329,10.042255,9.460013,9.889147999999999,11.09005,9.073257,10.248613,7.7987437,9.384694,9.384694,7.725600200000001,10.283178,10.655999999999999,8.562180499999998,10.9223995,8.795236000000001,13.226431,9.623642,7.6331854,9.8568,9.5904,10.474637,11.239428
2020-07-01 10:00:00,10.293525,9.266738,8.009739999999999,10.126704,11.333747,9.77365,9.623642,10.444103,8.855546,10.498323,10.17913,10.961317,9.770017999999999,10.86703,7.237064,9.623642,8.258399,7.730192,10.646005,10.685928,8.562180499999998,10.403253,10.794953,13.596844,10.123199000000001,10.362241000000001,10.420294,10.293525,10.605932000000001,11.080447
2020-07-01 11:00:00,10.403253,9.722688,9.073257,11.676102,10.873559,9.8568,9.112282,11.267806,9.155016999999999,10.420293,9.914233,11.204646,10.605932000000001,10.817938999999999,8.7912,9.247572,9.155016999999999,9.0576,10.738928,11.217305999999999,8.795236000000001,10.951599,10.9839525,12.947149000000001,9.8568,11.940546000000001,10.444103,10.084567999999999,10.605932000000001,11.229953
2020-07-01 12:00:00,10.403253,10.389600999999999,9.722688,11.748814999999999,10.778504,9.953526,8.726379,11.769936999999999,8.80733,10.144210000000001,9.384694,10.646005,10.817938999999999,10.817938999999999,9.5904,8.891537,9.112282,9.594099,10.699203,11.217305999999999,9.623642,10.935387,11.09005,12.455446,9.871189999999999,12.418355,10.86703,10.293525,10.605932000000001,10.883345
